UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
451291,1,"51.3501","R",11125,"R",1732,"R",750,1,"R",10,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451307,4,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",18,"R",900,"R",27,"R",8400,"R",8400,"R",8400,"R",8400,"R",1765,"R",1865,"R",1865,"R",1865,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3506,"R",3578,"R",3578,"R",3578,"R",3213,"R",3281,"R",3281,"R",3281,"R",2381,"R",2430,"R",2430,"R",2430,"51.3501","R",8750,"R",565,"R",625,1,"R",5,"12.0401","R",18615,"R",2000,"R",1500,1,"R",18,"12.0413","R",4950,"R",275,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451316,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",9950,"R",9950,"R",12500,"R",12500,"R",684,"R",684,"R",841,"R",841,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10825,"R",10825,"R",11025,"R",11025,"R",5325,"R",5425,"R",5425,"R",5425,"R",5325,"R",5425,"R",5425,"R",5425,"12.0402","R",8330,"R",907,"R",1000,1,"R",8,"12.0413","R",4998,"R",154,"R",600,1,"R",20,"12.0402","R",375,"R",65,"R",45,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451334,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",27,"R",13000,"R",13750,"R",13750,"R",13750,"R",1500,"R",2200,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12409,"R",13016,"R",13523,"R",13523,"R",11014,"R",7121,"R",7391,"R",7391,"R",7369,"R",4759,"R",4950,"R",4950,"12.0409","R",8750,"R",1200,"R",750,1,"R",6,"12.0402","R",11750,"R",2200,"R",1000,1,"R",8,"12.0410","R",6050,"R",1200,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451343,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",12600,"R",12600,"R",14275,"R",14275,"R",1800,"R",1800,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17188,"R",18750,"R",18788,"R",18588,"R",13688,"R",15625,"R",15000,"R",18263,"R",11250,"R",8125,"R",10100,"R",14050,"12.0410","R",1975,"R",1200,"R",350,1,"R",3,"12.0413","R",5675,"R",1300,"R",1000,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451413,5,"51.0910","A",.,"A",.,"R",1745,1,"R",19,"R",74,"R",900,"R",38,"R",52075,"R",52075,"R",56475,"R",56475,"R",1500,"R",1850,"R",2666,"R",1850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",26085,"R",28527,"R",29175,"R",29175,"R",19814,"R",18926,"R",19314,"R",19314,"R",19814,"R",18926,"R",19314,"R",19314,"51.0907","R",56475,"R",1850,"R",1888,1,"R",22,"51.0911","R",56555,"R",1350,"R",2272,1,"R",22,"51.0904","R",16000,"R",1500,"R",1184,1,"R",10,"51.0909","R",28175,"R",1850,"R",1113,1,"R",15,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451459,6,"51.0601","A",.,"A",.,"R",902,1,"R",7,"R",28,"R",902,"R",28,"R",7700,"R",7700,"R",9200,"R",9200,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10290,"R",10290,"R",10500,"R",7497,"R",4200,"R",4270,"R",4403,"R",4151,"R",4200,"R",4200,"R",4200,"R",4151,"51.1009","R",2500,"R",0,"R",124,1,"R",4,"15.0501","R",8900,"R",0,"R",600,1,"R",5,"51.3902","R",2650,"R",0,"R",160,1,"R",4,"51.0710","R",6950,"R",0,"R",600,1,"R",5,"49.0205","R",1850,"R",0,"R",42,1,"R",3,
451468,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",31,"R",19850,"R",20250,"R",20250,"R",20250,"R",1800,"R",1800,"R",2500,"R",2800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14339,"R",14677,"R",14677,"R",15418,"R",12727,"R",13026,"R",13026,"R",13676,"R",12727,"R",11323,"R",11323,"R",11895,"12.0409","R",13000,"R",2070,"R",750,1,"R",7,"12.0410","A",.,"A",.,"R",300,1,"R",3,"12.0412","A",.,"A",.,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451477,5,"11.0901","A",.,"A",.,"R",36,2,"R",11,"R",42,"R",36,"R",42,"R",19351,"R",19351,"R",19351,"R",21543,"R",3454,"R",3454,"R",3454,"R",3454,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12642,"R",12642,"R",19205,"R",19457,"R",5376,"R",4326,"R",5523,"R",6164,"R",3182,"R",3182,"R",4956,"R",4620,"11.1003","R",21213,"R",3592,"R",36,2,"R",11,"11.1001","R",20648,"R",4157,"R",36,2,"R",11,"11.1002","R",42516,"R",10131,"R",83,2,"R",28,"11.0901","R",19351,"R",3454,"R",30,2,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451495,2,"51.0799","A",.,"A",.,"R",940,1,"R",10,"R",40,"R",940,"R",40,"R",11369,"R",11369,"R",11369,"R",11369,"R",950,"R",950,"R",1250,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11360,"R",11690,"R",12020,"R",12570,"R",10080,"R",10790,"R",11100,"R",11600,"R",10080,"R",10790,"R",11100,"R",11600,"52.0408","R",13045,"R",1250,"R",930,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451501,8,"12.0402","A",.,"A",.,"R",36,2,"R",12,"R",48,"R",36,"R",48,"R",9270,"R",9305,"R",9453,"R",9690,"R",315,"R",430,"R",505,"R",510,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8292,"R",8340,"R",8220,"R",8424,"R",6624,"R",6672,"R",6576,"R",6732,"R",4968,"R",5004,"R",4932,"R",5052,"12.0401","R",9690,"R",510,"R",36,2,"R",12,"12.0410","R",6480,"R",380,"R",24,2,"R",8,"12.0406","R",6480,"R",380,"R",24,2,"R",8,"12.0401","R",6480,"R",380,"R",24,2,"R",8,"12.0402","R",6480,"R",380,"R",24,2,"R",8,
451529,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",27,"R",13875,"R",13875,"R",16875,"R",16875,"R",1500,"R",1600,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9084,"R",9084,"R",10584,"R",10584,"R",4488,"R",4488,"R",5208,"R",5208,"R",4488,"R",4488,"R",5352,"R",5352,"12.0410","R",6750,"R",1500,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451547,1,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",15500,"R",15000,"R",15000,"R",15000,"R",1275,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3485,"R",4038,"R",4038,"R",4038,"R",1488,"R",1700,"R",1700,"R",1700,"R",2125,"R",2125,"R",2125,"R",2125,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451565,5,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",32,"R",900,"R",29,"R",17250,"R",17250,"R",13000,"R",13000,"R",2755,"R",2755,"R",2561,"R",2561,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10496,"R",13712,"R",15584,"R",13848,"R",5440,"R",6424,"R",9448,"R",5216,"R",2944,"R",2144,"R",2464,"R",2208,"12.0409","R",9750,"R",1755,"R",750,1,"R",6,"12.0402","R",13000,"R",2573,"R",1000,1,"R",10,"12.0413","R",7500,"R",300,"R",750,1,"R",6,"12.0413","R",5000,"R",200,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451574,6,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",49,"R",900,"R",27,"R",15000,"R",17000,"R",17000,"R",17000,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10952,"R",10952,"R",11454,"R",11454,"R",3724,"R",3724,"R",3994,"R",3994,"R",4716,"R",4716,"R",4949,"R",4949,"12.0409","R",13300,"R",2500,"R",1200,1,"R",11,"51.3501","R",9000,"R",1800,"R",600,1,"R",5,"12.0409","R",9000,"R",1800,"R",600,1,"R",5,"12.0407","R",10000,"R",2500,"R",1200,1,"R",9,"12.0402","R",8500,"R",1800,"R",1000,1,"R",8,
451583,25,"11.0801","A",.,"A",.,"R",1000,1,"R",20,"R",78,"R",900,"R",52,"R",3659,"R",3674,"R",3440,"R",4335,"R",1074,"R",979,"R",1160,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16536,"R",17277,"R",17199,"R",17199,"R",8151,"R",8307,"R",8463,"R",8463,"R",8151,"R",8307,"R",8463,"R",8463,"46.0503","R",2265,"R",665,"R",540,1,"R",34,"46.0302","R",1581,"R",619,"R",360,1,"R",21,"51.3902","R",580,"R",168,"R",110,1,"R",5,"51.0801","R",2822,"R",830,"R",900,1,"R",12,"11.0101","R",3590,"R",590,"R",900,1,"R",12,
451626,6,"12.0414","A",.,"A",.,"R",1250,1,"R",9,"R",36,"R",910,"R",26,"R",17868,"R",18500,"R",18500,"R",18500,"R",3392,"R",3000,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10323,"R",10323,"R",10323,"R",10323,"R",4365,"R",4365,"R",4365,"R",4365,"R",2349,"R",2349,"R",2349,"R",2349,"12.0401","R",18200,"R",1900,"R",1600,1,"R",13,"51.3501","R",11000,"R",1850,"R",750,1,"R",7,"12.0402","R",10900,"R",1500,"R",1000,1,"R",9,"12.0407","R",15000,"R",1900,"R",1450,1,"R",12,"12.0413","R",2600,"R",275,"R",600,1,"R",5,
451714,5,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",31,"R",900,"R",28,"R",16750,"R",16820,"R",14300,"R",15500,"R",2244,"R",2215,"R",1173,"R",1477,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10711,"R",12431,"R",10106,"R",13710,"R",5185,"R",5379,"R",5324,"R",5169,"R",2286,"R",1930,"R",4030,"R",3007,"12.0409","R",11750,"R",1265,"R",750,1,"R",6,"12.0402","R",14866,"R",1557,"R",1000,1,"R",8,"12.0413","R",3777,"R",222,"R",500,1,"R",4,"12.0413","R",4447,"R",222,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451918,5,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",13800,"R",13800,"R",13800,"R",13800,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10850,"R",10850,"R",12663,"R",14288,"R",3125,"R",10463,"R",7150,"R",6550,"R",3000,"R",6475,"R",4525,"R",3925,"12.0409","R",8600,"R",395,"R",750,1,"R",7,"12.0410","R",2300,"R",450,"R",600,1,"R",6,"12.0402","R",13800,"R",1300,"R",1500,1,"R",13,"12.0413","R",2400,"R",200,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
452009,1,"12.0401","A",.,"A",.,"R",1800,1,"R",11,"R",45,"R",900,"R",26,"R",10920,"R",10920,"R",11720,"R",11720,"R",1499,"R",1499,"R",1599,"R",1599,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12881,"R",13129,"R",12938,"R",12938,"R",6683,"R",6806,"R",6188,"R",6188,"R",6300,"R",6424,"R",5963,"R",5963,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
452072,3,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15990,"R",15990,"R",15990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8580,"R",8618,"R",8790,"R",9120,"R",4485,"R",4523,"R",4545,"R",4515,"R",3780,"R",3855,"R",3953,"R",4095,"01.8301","R",14200,"A",.,"R",67,2,"R",9,"51.0601","R",15990,"A",.,"R",51,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
452081,12,"51.0714","A",.,"A",.,"R",30,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15990,"R",15990,"R",15990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8580,"R",8618,"R",8790,"R",9120,"R",4485,"R",4523,"R",4545,"R",4515,"R",3780,"R",3855,"R",3953,"R",4095,"51.0801","R",8610,"A",.,"R",96,2,"R",18,"51.0714","R",20750,"A",.,"R",91,2,"R",16,"51.0801","R",15990,"A",.,"R",45,2,"R",8,"51.0805","R",15350,"A",.,"R",67,2,"R",9,"51.0601","R",15990,"A",.,"R",51,2,"R",9,
452771,1,"51.0601","R",3150,"R",175,"R",80,1,"R",3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
452780,1,"51.0601","R",3150,"R",175,"R",80,1,"R",3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
452887,1,"48.0508","A",.,"A",.,"R",1000,1,"R",7,"R",26,"R",1000,"R",26,"R",12268,"R",12268,"R",12268,"R",12268,"R",3030,"R",3030,"R",3030,"R",3030,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7579,"R",7475,"R",10725,"R",9939,"R",5415,"R",4550,"R",4875,"R",6214,"R",4869,"R",4225,"R",4875,"R",6214,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
452948,2,"51.3801","A",.,"A",.,"R",107,2,"R",24,"R",96,"R",36,"R",36,"R",39690,"R",40760,"R",41830,"R",42380,"R",3000,"R",3000,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",33912,"R",35904,"R",36480,"R",36480,"R",13080,"R",13896,"R",13416,"R",13416,"R",13080,"R",13896,"R",13416,"R",13416,"51.3801","R",65720,"R",3000,"R",120,2,"R",36,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
453297,4,"12.0503","A",.,"A",.,"R",1064,1,"R",18,"R",72,"R",709,"R",36,"R",21905,"R",21905,"R",21905,"R",21905,"R",1175,"R",1175,"R",1175,"R",1175,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",7200,"R",5400,"R",5400,"R",5400,"R",5400,"R",5400,"R",5400,"R",5400,"R",5400,"12.0501","R",21905,"R",1175,"R",1064,1,"R",18,"12.0503","R",10140,"R",775,"R",336,1,"R",6,"12.0501","R",10140,"R",775,"R",336,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
453756,5,"09.0701","A",.,"A",.,"R",28,2,"R",8,"R",32,"R",30,"R",32,"R",17235,"R",17595,"R",17595,"R",17595,"R",125,"R",125,"R",125,"R",125,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8824,"R",9432,"R",9432,"R",9432,"R",4832,"R",5600,"R",8704,"R",8704,"R",4832,"R",5600,"R",8704,"R",8704,"09.0799","R",12175,"R",125,"R",30,2,"R",6,"09.0906","R",12175,"R",125,"R",30,2,"R",6,"09.0900","R",12175,"R",125,"R",30,2,"R",6,"09.0702","R",17595,"R",125,"R",28,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
453792,2,"51.3901","A",.,"A",.,"R",60,2,"R",10,"R",40,"R",36,"R",30,"R",15605,"R",20100,"R",20100,"R",20100,"R",1409,"R",1189,"R",1189,"R",1189,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4680,"R",4910,"R",5100,"R",5380,"R",3750,"R",3930,"R",4080,"R",4310,"R",3280,"R",3440,"R",3570,"R",3770,"51.3801","R",28140,"R",1670,"R",77,2,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454537,2,"12.0401","A",.,"A",.,"R",1800,1,"R",14,"R",54,"R",900,"R",26,"R",15900,"R",16500,"R",16500,"R",16500,"R",2600,"R",2300,"R",2300,"R",2300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11448,"R",11448,"R",11448,"R",11448,"R",5643,"R",5643,"R",5643,"R",5643,"R",5643,"R",5643,"R",5643,"R",5643,"12.0409","R",5375,"R",1645,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454546,3,"12.0409","A",.,"A",.,"R",600,1,"R",6,"R",24,"R",900,"R",36,"R",10450,"R",10450,"R",10450,"R",10456,"R",249,"R",234,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8952,"R",8952,"R",8952,"R",8952,"R",7992,"R",7992,"R",7992,"R",7992,"R",5346,"R",5346,"R",5346,"R",5346,"12.0401","R",17188,"R",234,"R",1600,1,"R",14,"12.0402","R",18260,"R",234,"R",1500,1,"R",13,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454555,4,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"R",15287,"R",17751,"R",17751,"R",17751,"R",2213,"R",234,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20142,"R",20142,"R",20142,"R",20142,"R",17982,"R",17982,"R",17982,"R",17982,"R",12029,"R",12029,"R",12029,"R",12029,"12.0409","R",10987,"R",234,"R",600,1,"R",7,"12.0410","R",8450,"R",234,"R",600,1,"R",6,"12.0413","R",1250,"R",503,"R",500,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454607,6,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",53,"R",900,"R",26,"R",16950,"R",16950,"R",16950,"R",17850,"R",2850,"R",2850,"R",3095,"R",3070,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17225,"R",15489,"R",15635,"R",17225,"R",7500,"R",14297,"R",14178,"R",13250,"R",6665,"R",18166,"R",18020,"R",17093,"12.0409","R",14250,"R",1760,"R",1000,1,"R",9,"12.0414","R",4940,"R",228,"R",500,1,"R",5,"12.0413","R",7380,"R",228,"R",750,1,"R",7,"12.0499","R",7550,"R",500,"R",300,1,"R",3,"12.0412","R",6050,"R",0,"R",300,1,"R",3,
454652,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",16000,"R",17000,"R",17000,"R",17000,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11277,"R",11094,"R",11094,"R",17576,"R",6171,"R",5762,"R",6665,"R",8912,"R",4128,"R",2999,"R",5106,"R",2387,"12.0413","R",7000,"R",500,"R",600,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454698,5,"51.0801","A",.,"A",.,"R",24,2,"R",10,"R",40,"R",30,"R",30,"R",13188,"R",13188,"R",13538,"R",13638,"R",1562,"R",1562,"R",1562,"R",1562,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15310,"R",15310,"R",15310,"R",15310,"R",4720,"R",4720,"R",4720,"R",4720,"R",4850,"R",4850,"R",4850,"R",4850,"47.0201","R",14164,"R",1836,"R",24,2,"R",10,"51.0710","R",13639,"R",1562,"R",24,2,"R",10,"11.1099","R",13680,"R",1520,"R",24,2,"R",10,"51.3501","R",13458,"R",1550,"R",24,2,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454722,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",15300,"R",16100,"R",16100,"R",16100,"R",1075,"R",1120,"R",1120,"R",1120,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20286,"R",24407,"R",24407,"R",25400,"R",6254,"R",6824,"R",6824,"R",7009,"R",6426,"R",6122,"R",6122,"R",6294,"12.0402","R",15100,"R",1520,"R",1500,1,"R",16,"12.0409","R",6400,"R",920,"R",600,1,"R",5,"12.0410","R",3300,"R",580,"R",400,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
454759,1,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",40,"R",12500,"R",13000,"R",13000,"R",13000,"R",1050,"R",1050,"R",1050,"R",1050,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19903,"R",21788,"R",23946,"R",24921,"R",6136,"R",5772,"R",6695,"R",5551,"R",6136,"R",5772,"R",6695,"R",5551,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
